0|(null)|(null)|(null)|(null)|(null)|(null)|(null)|(null)|(null)|(null)|(null)|(null)|(null)|1|(null)|(null)
803|818147|10.32.202.30|678699_10.34.215.22|5145|StackSub-St3-2|StackSub-St3-2@sjc22-22a-access1|Unknown|0|53|(null)|IntrfcPrtclEndpnt|1|1|1|1899-12-31|2199-12-31
804|818148|10.32.202.30|678699_10.34.215.22|5146|StackPort4|StackPort4@sjc22-22a-access1|Unknown|0|53|(null)|IntrfcPrtclEndpnt|1|1|1|1899-12-31|2199-12-31
805|818149|10.32.202.30|678699_10.34.215.22|5147|StackSub-St4-1|StackSub-St4-1@sjc22-22a-access1|Unknown|0|53|(null)|IntrfcPrtclEndpnt|1|1|1|1899-12-31|2199-12-31
806|818150|10.32.202.30|678699_10.34.215.22|5148|StackSub-St4-2|StackSub-St4-2@sjc22-22a-access1|Unknown|0|53|(null)|IntrfcPrtclEndpnt|1|1|1|1899-12-31|2199-12-31
807|818151|10.32.202.30|678699_10.34.215.22|12001|Null0|Null0@sjc22-22a-access1|Unknown|10000000000|1|(null)|IntrfcPrtclEndpnt|1|1|1|1899-12-31|2199-12-31
808|818152|10.32.202.30|678699_10.34.215.22|12002|FastEthernet0|FastEthernet0@sjc22-22a-access1|Unknown|100000000|6|3c:ce:73:0a:c3:b9|EthrntPrtclEndpntExtndd|1|2|1|1899-12-31|2199-12-31
809|818153|10.32.202.30|678699_10.34.215.22|10113|GigabitEthernet1/0/13|GigabitEthernet1/0/13@sjc22-22a-access1|Wireless AP only|1000000000|6|a4:56:30:67:66:8d|SwitchPort|1|1|1|1899-12-31|2199-12-31
810|818154|10.32.202.30|678699_10.34.215.22|10114|GigabitEthernet1/0/14|GigabitEthernet1/0/14@sjc22-22a-access1|Wireless AP only|1000000000|6|a4:56:30:67:66:8e|SwitchPort|1|1|1|1899-12-31|2199-12-31
811|818155|10.32.202.30|678699_10.34.215.22|10115|GigabitEthernet1/0/15|GigabitEthernet1/0/15@sjc22-22a-access1|Wireless AP only|1000000000|6|a4:56:30:67:66:8f|SwitchPort|1|1|1|1899-12-31|2199-12-31
812|818156|10.32.202.30|678699_10.34.215.22|10116|GigabitEthernet1/0/16|GigabitEthernet1/0/16@sjc22-22a-access1|Wireless AP only|1000000000|6|a4:56:30:67:66:90|SwitchPort|1|1|1|1899-12-31|2199-12-31
813|818157|10.32.202.30|678699_10.34.215.22|10117|GigabitEthernet1/0/17|GigabitEthernet1/0/17@sjc22-22a-access1|Wireless AP only|1000000000|6|a4:56:30:67:66:91|SwitchPort|1|1|1|1899-12-31|2199-12-31
814|818158|10.32.202.30|678699_10.34.215.22|10118|GigabitEthernet1/0/18|GigabitEthernet1/0/18@sjc22-22a-access1|Wireless AP only|1000000000|6|a4:56:30:67:66:92|SwitchPort|1|1|1|1899-12-31|2199-12-31
815|818159|10.32.202.30|678699_10.34.215.22|10119|GigabitEthernet1/0/19|GigabitEthernet1/0/19@sjc22-22a-access1|Wireless AP only|1000000000|6|a4:56:30:67:66:93|SwitchPort|1|1|1|1899-12-31|2199-12-31
816|818160|10.32.202.30|678699_10.34.215.22|10120|GigabitEthernet1/0/20|GigabitEthernet1/0/20@sjc22-22a-access1|Unknown|10000000|6|a4:56:30:67:66:94|SwitchPort|1|2|1|1899-12-31|2199-12-31
817|818161|10.32.202.30|678699_10.34.215.22|10121|GigabitEthernet1/0/21|GigabitEthernet1/0/21@sjc22-22a-access1|Unknown|10000000|6|a4:56:30:67:66:95|SwitchPort|1|2|1|1899-12-31|2199-12-31
818|818162|10.32.202.30|678699_10.34.215.22|10122|GigabitEthernet1/0/22|GigabitEthernet1/0/22@sjc22-22a-access1|Unknown|10000000|6|a4:56:30:67:66:96|SwitchPort|1|2|1|1899-12-31|2199-12-31
819|818163|10.32.202.30|678699_10.34.215.22|10123|GigabitEthernet1/0/23|GigabitEthernet1/0/23@sjc22-22a-access1|Unknown|10000000|6|a4:56:30:67:66:97|SwitchPort|1|2|1|1899-12-31|2199-12-31
820|818164|10.32.202.30|678699_10.34.215.22|10124|GigabitEthernet1/0/24|GigabitEthernet1/0/24@sjc22-22a-access1|Unknown|10000000|6|a4:56:30:67:66:98|SwitchPort|1|2|1|1899-12-31|2199-12-31
821|818165|10.32.202.30|678699_10.34.215.22|10125|GigabitEthernet1/0/25|GigabitEthernet1/0/25@sjc22-22a-access1|Unknown|10000000|6|a4:56:30:67:66:99|SwitchPort|1|2|1|1899-12-31|2199-12-31
822|818166|10.32.202.30|678699_10.34.215.22|10126|GigabitEthernet1/0/26|GigabitEthernet1/0/26@sjc22-22a-access1|Unknown|10000000|6|a4:56:30:67:66:9a|SwitchPort|1|2|1|1899-12-31|2199-12-31
823|818167|10.32.202.30|678699_10.34.215.22|10127|GigabitEthernet1/0/27|GigabitEthernet1/0/27@sjc22-22a-access1|Unknown|10000000|6|a4:56:30:67:66:9b|SwitchPort|1|2|1|1899-12-31|2199-12-31
824|818168|10.32.202.30|678699_10.34.215.22|10128|GigabitEthernet1/0/28|GigabitEthernet1/0/28@sjc22-22a-access1|Unknown|10000000|6|a4:56:30:67:66:9c|SwitchPort|1|2|1|1899-12-31|2199-12-31
825|818169|10.32.202.30|678699_10.34.215.22|10129|GigabitEthernet1/0/29|GigabitEthernet1/0/29@sjc22-22a-access1|Unknown|10000000|6|a4:56:30:67:66:9d|SwitchPort|1|2|1|1899-12-31|2199-12-31
826|818170|10.32.202.30|678699_10.34.215.22|10130|GigabitEthernet1/0/30|GigabitEthernet1/0/30@sjc22-22a-access1|Unknown|10000000|6|a4:56:30:67:66:9e|SwitchPort|1|2|1|1899-12-31|2199-12-31
827|818171|10.32.202.30|678699_10.34.215.22|10131|GigabitEthernet1/0/31|GigabitEthernet1/0/31@sjc22-22a-access1|Unknown|10000000|6|a4:56:30:67:66:9f|SwitchPort|1|2|1|1899-12-31|2199-12-31
828|818172|10.32.202.30|678699_10.34.215.22|10132|GigabitEthernet1/0/32|GigabitEthernet1/0/32@sjc22-22a-access1|Unknown|10000000|6|a4:56:30:67:66:a0|SwitchPort|1|2|1|1899-12-31|2199-12-31
829|818173|10.32.202.30|678699_10.34.215.22|10133|GigabitEthernet1/0/33|GigabitEthernet1/0/33@sjc22-22a-access1|Unknown|10000000|6|a4:56:30:67:66:a1|SwitchPort|1|2|1|1899-12-31|2199-12-31
830|818174|10.32.202.30|678699_10.34.215.22|10134|GigabitEthernet1/0/34|GigabitEthernet1/0/34@sjc22-22a-access1|Unknown|10000000|6|a4:56:30:67:66:a2|SwitchPort|1|2|1|1899-12-31|2199-12-31
831|818175|10.32.202.30|678699_10.34.215.22|10135|GigabitEthernet1/0/35|GigabitEthernet1/0/35@sjc22-22a-access1|Unknown|10000000|6|a4:56:30:67:66:a3|SwitchPort|1|2|1|1899-12-31|2199-12-31
832|818176|10.32.202.30|678699_10.34.215.22|10136|GigabitEthernet1/0/36|GigabitEthernet1/0/36@sjc22-22a-access1|Unknown|10000000|6|a4:56:30:67:66:a4|SwitchPort|1|2|1|1899-12-31|2199-12-31
833|818177|10.32.202.30|678699_10.34.215.22|10137|GigabitEthernet1/0/37|GigabitEthernet1/0/37@sjc22-22a-access1|Unknown|10000000|6|a4:56:30:67:66:a5|SwitchPort|1|2|1|1899-12-31|2199-12-31
834|818178|10.32.202.30|678699_10.34.215.22|10138|GigabitEthernet1/0/38|GigabitEthernet1/0/38@sjc22-22a-access1|Unknown|10000000|6|a4:56:30:67:66:a6|SwitchPort|1|2|1|1899-12-31|2199-12-31
835|818179|10.32.202.30|678699_10.34.215.22|10139|GigabitEthernet1/0/39|GigabitEthernet1/0/39@sjc22-22a-access1|Unknown|10000000|6|a4:56:30:67:66:a7|SwitchPort|1|2|1|1899-12-31|2199-12-31
836|818180|10.32.202.30|678699_10.34.215.22|10140|GigabitEthernet1/0/40|GigabitEthernet1/0/40@sjc22-22a-access1|Unknown|10000000|6|a4:56:30:67:66:a8|SwitchPort|1|2|1|1899-12-31|2199-12-31
837|818181|10.32.202.30|678699_10.34.215.22|10141|GigabitEthernet1/0/41|GigabitEthernet1/0/41@sjc22-22a-access1|Unknown|10000000|6|a4:56:30:67:66:a9|SwitchPort|1|2|1|1899-12-31|2199-12-31
838|818182|10.32.202.30|678699_10.34.215.22|10142|GigabitEthernet1/0/42|GigabitEthernet1/0/42@sjc22-22a-access1|Unknown|10000000|6|a4:56:30:67:66:aa|SwitchPort|1|2|1|1899-12-31|2199-12-31
839|818183|10.32.202.30|678699_10.34.215.22|10143|GigabitEthernet1/0/43|GigabitEthernet1/0/43@sjc22-22a-access1|Unknown|10000000|6|a4:56:30:67:66:ab|SwitchPort|1|2|1|1899-12-31|2199-12-31
840|818184|10.32.202.30|678699_10.34.215.22|10144|GigabitEthernet1/0/44|GigabitEthernet1/0/44@sjc22-22a-access1|Unknown|10000000|6|a4:56:30:67:66:ac|SwitchPort|1|2|1|1899-12-31|2199-12-31
841|818185|10.32.202.30|678699_10.34.215.22|10145|GigabitEthernet1/0/45|GigabitEthernet1/0/45@sjc22-22a-access1|Unknown|10000000|6|a4:56:30:67:66:ad|SwitchPort|1|2|1|1899-12-31|2199-12-31
842|818186|10.32.202.30|678699_10.34.215.22|10146|GigabitEthernet1/0/46|GigabitEthernet1/0/46@sjc22-22a-access1|Unknown|10000000|6|a4:56:30:67:66:ae|SwitchPort|1|2|1|1899-12-31|2199-12-31
843|818187|10.32.202.30|678699_10.34.215.22|10147|GigabitEthernet1/0/47|GigabitEthernet1/0/47@sjc22-22a-access1|Unknown|10000000|6|a4:56:30:67:66:af|SwitchPort|1|2|1|1899-12-31|2199-12-31
844|818188|10.32.202.30|678699_10.34.215.22|10148|GigabitEthernet1/0/48|GigabitEthernet1/0/48@sjc22-22a-access1|Unknown|10000000|6|a4:56:30:67:66:b0|SwitchPort|1|2|1|1899-12-31|2199-12-31
845|818189|10.32.202.30|678699_10.34.215.22|10617|GigabitEthernet2/0/17|GigabitEthernet2/0/17@sjc22-22a-access1|Unknown|10000000|6|8c:b6:4f:9f:00:11|SwitchPort|1|2|1|1899-12-31|2199-12-31
846|818190|10.32.202.30|678699_10.34.215.22|10618|GigabitEthernet2/0/18|GigabitEthernet2/0/18@sjc22-22a-access1|Unknown|10000000|6|8c:b6:4f:9f:00:12|SwitchPort|1|2|1|1899-12-31|2199-12-31
847|818191|10.32.202.30|678699_10.34.215.22|10619|GigabitEthernet2/0/19|GigabitEthernet2/0/19@sjc22-22a-access1|Unknown|10000000|6|8c:b6:4f:9f:00:13|SwitchPort|1|2|1|1899-12-31|2199-12-31
848|818192|10.32.202.30|678699_10.34.215.22|10620|GigabitEthernet2/0/20|GigabitEthernet2/0/20@sjc22-22a-access1|Unknown|10000000|6|8c:b6:4f:9f:00:14|SwitchPort|1|2|1|1899-12-31|2199-12-31
849|818193|10.32.202.30|678699_10.34.215.22|10621|GigabitEthernet2/0/21|GigabitEthernet2/0/21@sjc22-22a-access1|Unknown|10000000|6|8c:b6:4f:9f:00:15|SwitchPort|1|2|1|1899-12-31|2199-12-31
850|818194|10.32.202.30|678699_10.34.215.22|10622|GigabitEthernet2/0/22|GigabitEthernet2/0/22@sjc22-22a-access1|Unknown|10000000|6|8c:b6:4f:9f:00:16|SwitchPort|1|2|1|1899-12-31|2199-12-31
851|818195|10.32.202.30|678699_10.34.215.22|10623|GigabitEthernet2/0/23|GigabitEthernet2/0/23@sjc22-22a-access1|Unknown|10000000|6|8c:b6:4f:9f:00:17|SwitchPort|1|2|1|1899-12-31|2199-12-31
852|818196|10.32.202.30|678699_10.34.215.22|10624|GigabitEthernet2/0/24|GigabitEthernet2/0/24@sjc22-22a-access1|Unknown|10000000|6|8c:b6:4f:9f:00:18|SwitchPort|1|2|1|1899-12-31|2199-12-31
853|818197|10.32.202.30|678699_10.34.215.22|10625|GigabitEthernet2/0/25|GigabitEthernet2/0/25@sjc22-22a-access1|Unknown|10000000|6|8c:b6:4f:9f:00:19|SwitchPort|1|2|1|1899-12-31|2199-12-31
854|818198|10.32.202.30|678699_10.34.215.22|10626|GigabitEthernet2/0/26|GigabitEthernet2/0/26@sjc22-22a-access1|Unknown|10000000|6|8c:b6:4f:9f:00:1a|SwitchPort|1|2|1|1899-12-31|2199-12-31
855|818199|10.32.202.30|678699_10.34.215.22|10627|GigabitEthernet2/0/27|GigabitEthernet2/0/27@sjc22-22a-access1|Unknown|10000000|6|8c:b6:4f:9f:00:1b|SwitchPort|1|2|1|1899-12-31|2199-12-31
856|818200|10.32.202.30|678699_10.34.215.22|10628|GigabitEthernet2/0/28|GigabitEthernet2/0/28@sjc22-22a-access1|Unknown|10000000|6|8c:b6:4f:9f:00:1c|SwitchPort|1|2|1|1899-12-31|2199-12-31
857|818201|10.32.202.30|678699_10.34.215.22|10629|GigabitEthernet2/0/29|GigabitEthernet2/0/29@sjc22-22a-access1|Unknown|10000000|6|8c:b6:4f:9f:00:1d|SwitchPort|1|2|1|1899-12-31|2199-12-31
858|818202|10.32.202.30|678699_10.34.215.22|10630|GigabitEthernet2/0/30|GigabitEthernet2/0/30@sjc22-22a-access1|Unknown|10000000|6|8c:b6:4f:9f:00:1e|SwitchPort|1|2|1|1899-12-31|2199-12-31
859|818203|10.32.202.30|678699_10.34.215.22|10631|GigabitEthernet2/0/31|GigabitEthernet2/0/31@sjc22-22a-access1|Unknown|10000000|6|8c:b6:4f:9f:00:1f|SwitchPort|1|2|1|1899-12-31|2199-12-31
860|818204|10.32.202.30|678699_10.34.215.22|10632|GigabitEthernet2/0/32|GigabitEthernet2/0/32@sjc22-22a-access1|Unknown|10000000|6|8c:b6:4f:9f:00:20|SwitchPort|1|2|1|1899-12-31|2199-12-31
861|818205|10.32.202.30|678699_10.34.215.22|10633|GigabitEthernet2/0/33|GigabitEthernet2/0/33@sjc22-22a-access1|Unknown|10000000|6|8c:b6:4f:9f:00:21|SwitchPort|1|2|1|1899-12-31|2199-12-31
862|818206|10.32.202.30|678699_10.34.215.22|10634|GigabitEthernet2/0/34|GigabitEthernet2/0/34@sjc22-22a-access1|Unknown|100000000|6|8c:b6:4f:9f:00:22|SwitchPort|1|1|1|1899-12-31|2199-12-31
863|818207|10.32.202.30|678699_10.34.215.22|10635|GigabitEthernet2/0/35|GigabitEthernet2/0/35@sjc22-22a-access1|Unknown|10000000|6|8c:b6:4f:9f:00:23|SwitchPort|1|2|1|1899-12-31|2199-12-31
864|818208|10.32.202.30|678699_10.34.215.22|10636|GigabitEthernet2/0/36|GigabitEthernet2/0/36@sjc22-22a-access1|Unknown|10000000|6|8c:b6:4f:9f:00:24|SwitchPort|1|2|1|1899-12-31|2199-12-31
865|818209|10.32.202.30|678699_10.34.215.22|10637|GigabitEthernet2/0/37|GigabitEthernet2/0/37@sjc22-22a-access1|Unknown|10000000|6|8c:b6:4f:9f:00:25|SwitchPort|1|2|1|1899-12-31|2199-12-31
866|818210|10.32.202.30|678699_10.34.215.22|10638|GigabitEthernet2/0/38|GigabitEthernet2/0/38@sjc22-22a-access1|Unknown|10000000|6|8c:b6:4f:9f:00:26|SwitchPort|1|2|1|1899-12-31|2199-12-31
867|818211|10.32.202.30|678699_10.34.215.22|10639|GigabitEthernet2/0/39|GigabitEthernet2/0/39@sjc22-22a-access1|Unknown|10000000|6|8c:b6:4f:9f:00:27|SwitchPort|1|2|1|1899-12-31|2199-12-31
868|818212|10.32.202.30|678699_10.34.215.22|10640|GigabitEthernet2/0/40|GigabitEthernet2/0/40@sjc22-22a-access1|Unknown|10000000|6|8c:b6:4f:9f:00:28|SwitchPort|1|2|1|1899-12-31|2199-12-31
869|818213|10.32.202.30|678699_10.34.215.22|10641|GigabitEthernet2/0/41|GigabitEthernet2/0/41@sjc22-22a-access1|Unknown|10000000|6|8c:b6:4f:9f:00:29|SwitchPort|1|2|1|1899-12-31|2199-12-31
870|818214|10.32.202.30|678699_10.34.215.22|10642|GigabitEthernet2/0/42|GigabitEthernet2/0/42@sjc22-22a-access1|Unknown|10000000|6|8c:b6:4f:9f:00:2a|SwitchPort|1|2|1|1899-12-31|2199-12-31
871|818215|10.32.202.30|678699_10.34.215.22|10643|GigabitEthernet2/0/43|GigabitEthernet2/0/43@sjc22-22a-access1|Unknown|10000000|6|8c:b6:4f:9f:00:2b|SwitchPort|1|2|1|1899-12-31|2199-12-31
872|818216|10.32.202.30|678699_10.34.215.22|10644|GigabitEthernet2/0/44|GigabitEthernet2/0/44@sjc22-22a-access1|Unknown|10000000|6|8c:b6:4f:9f:00:2c|SwitchPort|1|2|1|1899-12-31|2199-12-31
873|818217|10.32.202.30|678699_10.34.215.22|10645|GigabitEthernet2/0/45|GigabitEthernet2/0/45@sjc22-22a-access1|Unknown|10000000|6|8c:b6:4f:9f:00:2d|SwitchPort|1|2|1|1899-12-31|2199-12-31
874|818218|10.32.202.30|678699_10.34.215.22|10646|GigabitEthernet2/0/46|GigabitEthernet2/0/46@sjc22-22a-access1|Unknown|10000000|6|8c:b6:4f:9f:00:2e|SwitchPort|1|2|1|1899-12-31|2199-12-31
875|818219|10.32.202.30|678699_10.34.215.22|10647|GigabitEthernet2/0/47|GigabitEthernet2/0/47@sjc22-22a-access1|Unknown|10000000|6|8c:b6:4f:9f:00:2f|SwitchPort|1|2|1|1899-12-31|2199-12-31
876|818220|10.32.202.30|678699_10.34.215.22|10648|GigabitEthernet2/0/48|GigabitEthernet2/0/48@sjc22-22a-access1|Unknown|10000000|6|8c:b6:4f:9f:00:30|SwitchPort|1|2|1|1899-12-31|2199-12-31
877|818221|10.32.202.30|678699_10.34.215.22|11101|GigabitEthernet3/0/1|GigabitEthernet3/0/1@sjc22-22a-access1|Unknown|10000000|6|a4:56:30:9f:f7:01|SwitchPort|1|2|1|1899-12-31|2199-12-31
878|818222|10.32.202.30|678699_10.34.215.22|11102|GigabitEthernet3/0/2|GigabitEthernet3/0/2@sjc22-22a-access1|Unknown|10000000|6|a4:56:30:9f:f7:02|SwitchPort|1|2|1|1899-12-31|2199-12-31
879|818223|10.32.202.30|678699_10.34.215.22|11103|GigabitEthernet3/0/3|GigabitEthernet3/0/3@sjc22-22a-access1|Unknown|10000000|6|a4:56:30:9f:f7:03|SwitchPort|1|2|1|1899-12-31|2199-12-31
880|818224|10.32.202.30|678699_10.34.215.22|11104|GigabitEthernet3/0/4|GigabitEthernet3/0/4@sjc22-22a-access1|Unknown|10000000|6|a4:56:30:9f:f7:04|SwitchPort|1|2|1|1899-12-31|2199-12-31
881|818225|10.32.202.30|678699_10.34.215.22|11105|GigabitEthernet3/0/5|GigabitEthernet3/0/5@sjc22-22a-access1|Unknown|10000000|6|a4:56:30:9f:f7:05|SwitchPort|1|2|1|1899-12-31|2199-12-31
882|818226|10.32.202.30|678699_10.34.215.22|11106|GigabitEthernet3/0/6|GigabitEthernet3/0/6@sjc22-22a-access1|Unknown|10000000|6|a4:56:30:9f:f7:06|SwitchPort|1|2|1|1899-12-31|2199-12-31
883|818227|10.32.202.30|678699_10.34.215.22|11107|GigabitEthernet3/0/7|GigabitEthernet3/0/7@sjc22-22a-access1|Unknown|10000000|6|a4:56:30:9f:f7:07|SwitchPort|1|2|1|1899-12-31|2199-12-31
884|818228|10.32.202.30|678699_10.34.215.22|11108|GigabitEthernet3/0/8|GigabitEthernet3/0/8@sjc22-22a-access1|Unknown|10000000|6|a4:56:30:9f:f7:08|SwitchPort|1|2|1|1899-12-31|2199-12-31
885|818229|10.32.202.30|678699_10.34.215.22|11109|GigabitEthernet3/0/9|GigabitEthernet3/0/9@sjc22-22a-access1|Unknown|10000000|6|a4:56:30:9f:f7:09|SwitchPort|1|2|1|1899-12-31|2199-12-31
886|818230|10.32.202.30|678699_10.34.215.22|11110|GigabitEthernet3/0/10|GigabitEthernet3/0/10@sjc22-22a-access1|Unknown|10000000|6|a4:56:30:9f:f7:0a|SwitchPort|1|2|1|1899-12-31|2199-12-31
887|818231|10.32.202.30|678699_10.34.215.22|11111|GigabitEthernet3/0/11|GigabitEthernet3/0/11@sjc22-22a-access1|Unknown|10000000|6|a4:56:30:9f:f7:0b|SwitchPort|1|2|1|1899-12-31|2199-12-31
888|818232|10.32.202.30|678699_10.34.215.22|11112|GigabitEthernet3/0/12|GigabitEthernet3/0/12@sjc22-22a-access1|Unknown|10000000|6|a4:56:30:9f:f7:0c|SwitchPort|1|2|1|1899-12-31|2199-12-31
889|818233|10.32.202.30|678699_10.34.215.22|11113|GigabitEthernet3/0/13|GigabitEthernet3/0/13@sjc22-22a-access1|Unknown|10000000|6|a4:56:30:9f:f7:0d|SwitchPort|1|2|1|1899-12-31|2199-12-31
890|818234|10.32.202.30|678699_10.34.215.22|11114|GigabitEthernet3/0/14|GigabitEthernet3/0/14@sjc22-22a-access1|Unknown|10000000|6|a4:56:30:9f:f7:0e|SwitchPort|1|2|1|1899-12-31|2199-12-31
891|818235|10.32.202.30|678699_10.34.215.22|11115|GigabitEthernet3/0/15|GigabitEthernet3/0/15@sjc22-22a-access1|Unknown|10000000|6|a4:56:30:9f:f7:0f|SwitchPort|1|2|1|1899-12-31|2199-12-31
892|818236|10.32.202.30|678699_10.34.215.22|11116|GigabitEthernet3/0/16|GigabitEthernet3/0/16@sjc22-22a-access1|Unknown|10000000|6|a4:56:30:9f:f7:10|SwitchPort|1|2|1|1899-12-31|2199-12-31
893|818237|10.32.202.30|678699_10.34.215.22|11117|GigabitEthernet3/0/17|GigabitEthernet3/0/17@sjc22-22a-access1|Unknown|10000000|6|a4:56:30:9f:f7:11|SwitchPort|1|2|1|1899-12-31|2199-12-31
894|818238|10.32.202.30|678699_10.34.215.22|11118|GigabitEthernet3/0/18|GigabitEthernet3/0/18@sjc22-22a-access1|Unknown|10000000|6|a4:56:30:9f:f7:12|SwitchPort|1|2|1|1899-12-31|2199-12-31
895|818239|10.32.202.30|678699_10.34.215.22|11119|GigabitEthernet3/0/19|GigabitEthernet3/0/19@sjc22-22a-access1|Unknown|10000000|6|a4:56:30:9f:f7:13|SwitchPort|1|2|1|1899-12-31|2199-12-31
896|818240|10.32.202.30|678699_10.34.215.22|11120|GigabitEthernet3/0/20|GigabitEthernet3/0/20@sjc22-22a-access1|Unknown|10000000|6|a4:56:30:9f:f7:14|SwitchPort|1|2|1|1899-12-31|2199-12-31
897|818241|10.32.202.30|678699_10.34.215.22|11121|GigabitEthernet3/0/21|GigabitEthernet3/0/21@sjc22-22a-access1|Unknown|10000000|6|a4:56:30:9f:f7:15|SwitchPort|1|2|1|1899-12-31|2199-12-31
898|818242|10.32.202.30|678699_10.34.215.22|11122|GigabitEthernet3/0/22|GigabitEthernet3/0/22@sjc22-22a-access1|Unknown|10000000|6|a4:56:30:9f:f7:16|SwitchPort|1|2|1|1899-12-31|2199-12-31
899|818243|10.32.202.30|678699_10.34.215.22|11123|GigabitEthernet3/0/23|GigabitEthernet3/0/23@sjc22-22a-access1|Unknown|10000000|6|a4:56:30:9f:f7:17|SwitchPort|1|2|1|1899-12-31|2199-12-31
900|818244|10.32.202.30|678699_10.34.215.22|11124|GigabitEthernet3/0/24|GigabitEthernet3/0/24@sjc22-22a-access1|Unknown|10000000|6|a4:56:30:9f:f7:18|SwitchPort|1|2|1|1899-12-31|2199-12-31
901|818245|10.32.202.30|678699_10.34.215.22|11125|GigabitEthernet3/0/25|GigabitEthernet3/0/25@sjc22-22a-access1|Unknown|10000000|6|a4:56:30:9f:f7:19|SwitchPort|1|2|1|1899-12-31|2199-12-31
902|818246|10.32.202.30|678699_10.34.215.22|11126|GigabitEthernet3/0/26|GigabitEthernet3/0/26@sjc22-22a-access1|Unknown|10000000|6|a4:56:30:9f:f7:1a|SwitchPort|1|2|1|1899-12-31|2199-12-31
903|818247|10.32.202.30|678699_10.34.215.22|11127|GigabitEthernet3/0/27|GigabitEthernet3/0/27@sjc22-22a-access1|Unknown|10000000|6|a4:56:30:9f:f7:1b|SwitchPort|1|2|1|1899-12-31|2199-12-31
904|818248|10.32.202.30|678699_10.34.215.22|11128|GigabitEthernet3/0/28|GigabitEthernet3/0/28@sjc22-22a-access1|Unknown|10000000|6|a4:56:30:9f:f7:1c|SwitchPort|1|2|1|1899-12-31|2199-12-31
905|818249|10.32.202.30|678699_10.34.215.22|11129|GigabitEthernet3/0/29|GigabitEthernet3/0/29@sjc22-22a-access1|Unknown|10000000|6|a4:56:30:9f:f7:1d|SwitchPort|1|2|1|1899-12-31|2199-12-31
906|818250|10.32.202.30|678699_10.34.215.22|11130|GigabitEthernet3/0/30|GigabitEthernet3/0/30@sjc22-22a-access1|Unknown|10000000|6|a4:56:30:9f:f7:1e|SwitchPort|1|2|1|1899-12-31|2199-12-31
907|818251|10.32.202.30|678699_10.34.215.22|11131|GigabitEthernet3/0/31|GigabitEthernet3/0/31@sjc22-22a-access1|Unknown|10000000|6|a4:56:30:9f:f7:1f|SwitchPort|1|2|1|1899-12-31|2199-12-31
908|818252|10.32.202.30|678699_10.34.215.22|11132|GigabitEthernet3/0/32|GigabitEthernet3/0/32@sjc22-22a-access1|Unknown|10000000|6|a4:56:30:9f:f7:20|SwitchPort|1|2|1|1899-12-31|2199-12-31
909|818253|10.32.202.30|678699_10.34.215.22|11133|GigabitEthernet3/0/33|GigabitEthernet3/0/33@sjc22-22a-access1|Unknown|10000000|6|a4:56:30:9f:f7:21|SwitchPort|1|2|1|1899-12-31|2199-12-31
910|818254|10.32.202.30|678699_10.34.215.22|11134|GigabitEthernet3/0/34|GigabitEthernet3/0/34@sjc22-22a-access1|Unknown|10000000|6|a4:56:30:9f:f7:22|SwitchPort|1|2|1|1899-12-31|2199-12-31
911|818255|10.32.202.30|678699_10.34.215.22|11135|GigabitEthernet3/0/35|GigabitEthernet3/0/35@sjc22-22a-access1|Unknown|10000000|6|a4:56:30:9f:f7:23|SwitchPort|1|2|1|1899-12-31|2199-12-31
912|818256|10.32.202.30|678699_10.34.215.22|11136|GigabitEthernet3/0/36|GigabitEthernet3/0/36@sjc22-22a-access1|Unknown|10000000|6|a4:56:30:9f:f7:24|SwitchPort|1|2|1|1899-12-31|2199-12-31
913|818257|10.32.202.30|678699_10.34.215.22|11137|GigabitEthernet3/0/37|GigabitEthernet3/0/37@sjc22-22a-access1|Unknown|10000000|6|a4:56:30:9f:f7:25|SwitchPort|1|2|1|1899-12-31|2199-12-31
914|818258|10.32.202.30|678699_10.34.215.22|11138|GigabitEthernet3/0/38|GigabitEthernet3/0/38@sjc22-22a-access1|Unknown|10000000|6|a4:56:30:9f:f7:26|SwitchPort|1|2|1|1899-12-31|2199-12-31
915|818259|10.32.202.30|678699_10.34.215.22|11139|GigabitEthernet3/0/39|GigabitEthernet3/0/39@sjc22-22a-access1|Unknown|10000000|6|a4:56:30:9f:f7:27|SwitchPort|1|2|1|1899-12-31|2199-12-31
916|818260|10.32.202.30|678699_10.34.215.22|11140|GigabitEthernet3/0/40|GigabitEthernet3/0/40@sjc22-22a-access1|Unknown|10000000|6|a4:56:30:9f:f7:28|SwitchPort|1|2|1|1899-12-31|2199-12-31
917|818261|10.32.202.30|678699_10.34.215.22|11141|GigabitEthernet3/0/41|GigabitEthernet3/0/41@sjc22-22a-access1|Unknown|10000000|6|a4:56:30:9f:f7:29|SwitchPort|1|2|1|1899-12-31|2199-12-31
918|818262|10.32.202.30|678699_10.34.215.22|11142|GigabitEthernet3/0/42|GigabitEthernet3/0/42@sjc22-22a-access1|Unknown|10000000|6|a4:56:30:9f:f7:2a|SwitchPort|1|2|1|1899-12-31|2199-12-31
919|818263|10.32.202.30|678699_10.34.215.22|11143|GigabitEthernet3/0/43|GigabitEthernet3/0/43@sjc22-22a-access1|Unknown|10000000|6|a4:56:30:9f:f7:2b|SwitchPort|1|2|1|1899-12-31|2199-12-31
