if_utilization_key|interface_type1_key|device_type1_key|prdctsrs_value|producttype_value|prdctfmly_value|softwareversion|ipaddress|devicename|ifindex|ifname|iffullname|ifdescr|ifspeed|iftype|macaddress|adminstatus|operstatus|date|time_key|day_in_month|month_number|quarter_number|year|week_number|year_for_week|hour|minute|num_samples|times_in_util_greater_than_50|times_in_util_greater_than_75|times_in_util_greater_than_90|times_out_util_greater_than_50|times_out_util_greater_than_75|times_out_util_greater_than_90|max_input_utilization|max_output_utilization|pctl95_input_utilization|pctl95_output_utilization|avg_input_utilization|avg_output_utilization|max_in_errors|max_in_discards|max_out_errors|max_out_discards|avg_in_errors|avg_in_discards|avg_out_errors|avg_out_discards|max_in_octets_rate|max_out_octets_rate|pctl95_in_octets_rate|pctl95_out_octets_rate|avg_in_octets_rate|avg_out_octets_rate
535|1225|21|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.4|Cisco_10.114.2.4|19|FastEthernet4/16|FastEthernet4/16@Cisco_10.114.2.4|Unknown|100000000|6|00:11:21:0c:57:cf|1|1|2015-08-27|86263|27|8|3|2015|35|2015|23|57|10|2|0|0|0|0|0|51|47|50.55|45.65|19.4|19.7|54|53|55|48|24|22|24|22|6490384|5929487|6426386|5780749|2457729|2488221
536|1226|21|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.4|Cisco_10.114.2.4|24|FastEthernet4/21|FastEthernet4/21@Cisco_10.114.2.4|Unknown|100000000|6|00:11:21:0c:57:d4|1|1|2015-08-27|86263|27|8|3|2015|35|2015|23|57|10|1|0|0|1|0|0|58|51|53.5|46.05|23.3|19.2|48|54|54|54|22|24|23|23|7291666|6392045|6735025|5800781|2933800|2434879
537|1227|21|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.4|Cisco_10.114.2.4|23|FastEthernet4/20|FastEthernet4/20@Cisco_10.114.2.4|Unknown|100000000|6|00:11:21:0c:57:d3|1|1|2015-08-27|86263|27|8|3|2015|35|2015|23|57|10|0|0|0|1|0|0|47|51|45.2|46.5|18.7|18.4|53|54|48|55|22|24|21|25|5890052|6490384|5700466|5884164|2356624|2336952
538|1228|21|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.4|Cisco_10.114.2.4|26|FastEthernet4/23|FastEthernet4/23@Cisco_10.114.2.4|Unknown|100000000|6|00:11:21:0c:57:d6|1|1|2015-08-27|86263|27|8|3|2015|35|2015|23|57|10|1|0|0|1|0|0|61|50|54.7|46.4|20.6|20.5|55|47|48|55|25|21|23|24|7692307|6250000|6896784|5817307|2603657|2597003
539|1229|21|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.4|Cisco_10.114.2.4|25|FastEthernet4/22|FastEthernet4/22@Cisco_10.114.2.4|Unknown|100000000|6|00:11:21:0c:57:d5|1|1|2015-08-27|86263|27|8|3|2015|35|2015|23|57|10|0|0|0|0|0|0|37|44|36.55|41.3|16.1|17.4|54|55|55|54|23|23|22|24|4729729|5539772|4633419|5210336|2040374|2208774
540|1230|21|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.4|Cisco_10.114.2.4|15|FastEthernet4/12|FastEthernet4/12@Cisco_10.114.2.4|Unknown|100000000|6|00:11:21:0c:57:cb|1|1|2015-08-27|86263|27|8|3|2015|35|2015|23|57|10|0|0|0|0|0|0|44|49|42.65|46.75|19.7|20.7|53|55|48|54|24|22|22|25|5608974|6217277|5416017|5912400|2500504|2611746
541|1231|21|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.4|Cisco_10.114.2.4|14|FastEthernet4/11|FastEthernet4/11@Cisco_10.114.2.4|Unknown|100000000|6|00:11:21:0c:57:ca|1|1|2015-08-27|86263|27|8|3|2015|35|2015|23|57|10|0|0|0|0|0|0|47|43|45.65|41.65|19.7|17.5|55|53|55|55|23|24|23|23|5989583|5448717|5787168|5281951|2493201|2215556
542|1232|21|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.4|Cisco_10.114.2.4|13|FastEthernet4/10|FastEthernet4/10@Cisco_10.114.2.4|Unknown|100000000|6|00:11:21:0c:57:c9|1|1|2015-08-27|86263|27|8|3|2015|35|2015|23|57|10|2|0|0|2|0|0|53|53|52.1|51.65|21.8|21.6|55|54|55|55|24|22|24|23|6747159|6730769|6595553|6514423|2755573|2726278
722|1418|23|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.2|Cisco_10.114.2.2|5|FastEthernet4/2|FastEthernet4/2@Cisco_10.114.2.2|Unknown|100000000|6|00:11:21:0c:57:c1|1|1|2015-08-27|86263|27|8|3|2015|35|2015|23|57|10|0|0|0|1|0|0|41|52|41|46.6|18.9|17.6|53|55|54|54|22|24|23|23|5191693|6551204|5182002|5867539|2391074|2218368
723|1419|23|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.2|Cisco_10.114.2.2|117|unrouted VLAN 900|unrouted VLAN 900@Cisco_10.114.2.2|Unknown|100000000|53||1|1|2015-08-27|86263|27|8|3|2015|35|2015|23|57|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
724|1420|23|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.2|Cisco_10.114.2.2|61|EOBC0/0|EOBC0/0@Cisco_10.114.2.2|Unknown|100000000|53||1|1|2015-08-27|86263|27|8|3|2015|35|2015|23|57|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
725|1421|23|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.2|Cisco_10.114.2.2|62|Null0|Null0@Cisco_10.114.2.2|Unknown|1000000000|1||1|1|2015-08-27|86263|27|8|3|2015|35|2015|23|57|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
726|1422|23|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.2|Cisco_10.114.2.2|83|unrouted VLAN 150|unrouted VLAN 150@Cisco_10.114.2.2|Unknown|100000000|53||1|1|2015-08-27|86263|27|8|3|2015|35|2015|23|57|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
727|1423|23|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.2|Cisco_10.114.2.2|109|unrouted VLAN 411|unrouted VLAN 411@Cisco_10.114.2.2|Unknown|100000000|53||1|1|2015-08-27|86263|27|8|3|2015|35|2015|23|57|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
728|1424|23|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.2|Cisco_10.114.2.2|22|FastEthernet4/19|FastEthernet4/19@Cisco_10.114.2.2|Unknown|100000000|6|00:11:21:0c:57:d2|1|1|2015-08-27|86263|27|8|3|2015|35|2015|23|57|10|0|0|0|0|0|0|35|46|34.55|42.4|14.7|17.3|55|53|48|55|24|22|22|25|4442771|5750798|4374494|5317790|1875716|2177678
729|1425|23|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.2|Cisco_10.114.2.2|21|FastEthernet4/18|FastEthernet4/18@Cisco_10.114.2.2|Unknown|100000000|6|00:11:21:0c:57:d1|1|1|2015-08-27|86263|27|8|3|2015|35|2015|23|57|10|0|0|0|1|0|0|48|56|46.65|49.7|19.4|19.6|55|48|48|54|24|23|21|25|6048387|7028753|5878530|6271687|2464499|2476780
730|1426|23|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.2|Cisco_10.114.2.2|20|FastEthernet4/17|FastEthernet4/17@Cisco_10.114.2.2|Unknown|100000000|6|00:11:21:0c:57:d0|1|1|2015-08-27|86263|27|8|3|2015|35|2015|23|57|10|1|0|0|1|0|0|57|59|48.9|51.8|18.8|20.3|55|54|54|54|23|23|23|23|7153614|7428115|6172707|6559285|2388906|2585384
731|1427|23|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.2|Cisco_10.114.2.2|19|FastEthernet4/16|FastEthernet4/16@Cisco_10.114.2.2|Unknown|100000000|6|00:11:21:0c:57:cf|1|1|2015-08-27|86263|27|8|3|2015|35|2015|23|57|10|2|0|0|0|0|0|56|46|53.3|43.3|21.1|17.8|55|47|48|54|25|21|23|24|7028753|5873493|6722489|5525197|2659143|2261207
732|1428|23|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.2|Cisco_10.114.2.2|18|FastEthernet4/15|FastEthernet4/15@Cisco_10.114.2.2|Unknown|100000000|6|00:11:21:0c:57:ce|1|1|2015-08-27|86263|27|8|3|2015|35|2015|23|57|10|0|0|0|2|0|0|49|56|48.55|54.65|20.9|22.2|48|53|47|54|22|24|22|24|6230031|7108626|6135941|6891672|2633900|2806827
733|1429|23|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.2|Cisco_10.114.2.2|17|FastEthernet4/14|FastEthernet4/14@Cisco_10.114.2.2|Unknown|100000000|6|00:11:21:0c:57:cd|1|1|2015-08-27|86263|27|8|3|2015|35|2015|23|57|10|1|0|0|1|0|0|55|50|50.95|46.4|18.5|19.2|53|54|54|48|23|23|24|22|6948881|6317204|6442958|5846666|2351863|2419346
734|1430|23|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.2|Cisco_10.114.2.2|116|unrouted VLAN 800|unrouted VLAN 800@Cisco_10.114.2.2|Unknown|100000000|53||1|1|2015-08-27|86263|27|8|3|2015|35|2015|23|57|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
735|1431|23|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.2|Cisco_10.114.2.2|16|FastEthernet4/13|FastEthernet4/13@Cisco_10.114.2.2|Unknown|100000000|6|00:11:21:0c:57:cc|1|1|2015-08-27|86263|27|8|3|2015|35|2015|23|57|10|1|0|0|1|0|0|54|57|50.4|51.6|20.5|19|55|48|55|48|25|22|25|21|6869009|7188498|6408552|6493996|2610622|2405031
736|1432|23|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.2|Cisco_10.114.2.2|25|FastEthernet4/22|FastEthernet4/22@Cisco_10.114.2.2|Unknown|100000000|6|00:11:21:0c:57:d5|1|1|2015-08-27|86263|27|8|3|2015|35|2015|23|57|10|0|0|0|0|0|0|47|45|46.55|45|20.8|18.6|54|55|54|54|22|24|24|22|5981182|5721393|5910723|5688182|2632913|2354288
737|1433|23|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.2|Cisco_10.114.2.2|26|FastEthernet4/23|FastEthernet4/23@Cisco_10.114.2.2|Unknown|100000000|6|00:11:21:0c:57:d6|1|1|2015-08-27|86263|27|8|3|2015|35|2015|23|57|10|2|0|0|0|0|0|51|48|50.55|44.4|20.1|18.3|55|47|48|54|24|22|21|25|6469648|6024096|6385531|5577629|2545992|2310013
738|1434|23|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.2|Cisco_10.114.2.2|23|FastEthernet4/20|FastEthernet4/20@Cisco_10.114.2.2|Unknown|100000000|6|00:11:21:0c:57:d3|1|1|2015-08-27|86263|27|8|3|2015|35|2015|23|57|10|1|0|0|0|0|0|55|47|51.4|45.2|19.3|17.3|47|55|48|55|21|25|21|26|6948881|5907960|6483175|5723022|2444319|2195115
739|1435|23|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.2|Cisco_10.114.2.2|24|FastEthernet4/21|FastEthernet4/21@Cisco_10.114.2.2|Unknown|100000000|6|00:11:21:0c:57:d4|1|1|2015-08-27|86263|27|8|3|2015|35|2015|23|57|10|1|0|0|1|0|0|50|59|49.1|53.6|22.4|20.3|55|53|48|55|23|23|22|25|6317204|7428115|6206091|6776995|2834376|2571592
704|1400|23|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.2|Cisco_10.114.2.2|70|Port-channel533|Port-channel533@Cisco_10.114.2.2|Unknown|1000000000|53||1|1|2015-08-27|86263|27|8|3|2015|35|2015|23|57|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
705|1401|23|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.2|Cisco_10.114.2.2|107|unrouted VLAN 311|unrouted VLAN 311@Cisco_10.114.2.2|Unknown|100000000|53||1|1|2015-08-27|86263|27|8|3|2015|35|2015|23|57|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
706|1402|23|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.2|Cisco_10.114.2.2|100|unrouted VLAN 300|unrouted VLAN 300@Cisco_10.114.2.2|Unknown|100000000|53||1|1|2015-08-27|86263|27|8|3|2015|35|2015|23|57|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
707|1403|23|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.2|Cisco_10.114.2.2|101|unrouted VLAN 301|unrouted VLAN 301@Cisco_10.114.2.2|Unknown|100000000|53||1|1|2015-08-27|86263|27|8|3|2015|35|2015|23|57|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
708|1404|23|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.2|Cisco_10.114.2.2|102|unrouted VLAN 302|unrouted VLAN 302@Cisco_10.114.2.2|Unknown|100000000|53||1|1|2015-08-27|86263|27|8|3|2015|35|2015|23|57|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
709|1405|23|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.2|Cisco_10.114.2.2|103|unrouted VLAN 303|unrouted VLAN 303@Cisco_10.114.2.2|Unknown|100000000|53||1|1|2015-08-27|86263|27|8|3|2015|35|2015|23|57|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
710|1406|23|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.2|Cisco_10.114.2.2|104|unrouted VLAN 304|unrouted VLAN 304@Cisco_10.114.2.2|Unknown|100000000|53||1|1|2015-08-27|86263|27|8|3|2015|35|2015|23|57|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
711|1407|23|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.2|Cisco_10.114.2.2|105|unrouted VLAN 305|unrouted VLAN 305@Cisco_10.114.2.2|Unknown|100000000|53||1|1|2015-08-27|86263|27|8|3|2015|35|2015|23|57|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
712|1408|23|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.2|Cisco_10.114.2.2|106|unrouted VLAN 306|unrouted VLAN 306@Cisco_10.114.2.2|Unknown|100000000|53||1|1|2015-08-27|86263|27|8|3|2015|35|2015|23|57|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
713|1409|23|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.2|Cisco_10.114.2.2|92|unrouted VLAN 100|unrouted VLAN 100@Cisco_10.114.2.2|Unknown|100000000|53||1|1|2015-08-27|86263|27|8|3|2015|35|2015|23|57|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
714|1410|23|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.2|Cisco_10.114.2.2|12|FastEthernet4/9|FastEthernet4/9@Cisco_10.114.2.2|Unknown|100000000|6|00:11:21:0c:57:c8|1|1|2015-08-27|86263|27|8|3|2015|35|2015|23|57|10|1|0|0|1|0|0|61|51|52.45|46.5|18.7|18.4|54|54|48|54|23|23|22|24|7667731|6400602|6623125|5848960|2368713|2326280
715|1411|23|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.2|Cisco_10.114.2.2|11|FastEthernet4/8|FastEthernet4/8@Cisco_10.114.2.2|Unknown|100000000|6|00:11:21:0c:57:c7|1|1|2015-08-27|86263|27|8|3|2015|35|2015|23|57|10|0|0|0|0|0|0|36|47|34.2|47|15.3|19|55|55|55|54|23|23|24|22|4552715|5948795|4348751|5931582|1940121|2407716
716|1412|23|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.2|Cisco_10.114.2.2|10|FastEthernet4/7|FastEthernet4/7@Cisco_10.114.2.2|Unknown|100000000|6|00:11:21:0c:57:c6|1|1|2015-08-27|86263|27|8|3|2015|35|2015|23|57|10|0|0|0|2|0|0|45|55|45|52.75|20|22.1|55|47|55|54|25|21|22|25|5647590|6927710|5646497|6622740|2522169|2787263
717|1413|23|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.2|Cisco_10.114.2.2|9|FastEthernet4/6|FastEthernet4/6@Cisco_10.114.2.2|Unknown|100000000|6|00:11:21:0c:57:c5|1|1|2015-08-27|86263|27|8|3|2015|35|2015|23|57|10|1|0|0|0|0|0|50|47|49.55|46.55|20.6|21.5|53|54|55|54|23|23|24|23|6250000|5990415|6219758|5925777|2599137|2727623
718|1414|23|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.2|Cisco_10.114.2.2|4|FastEthernet4/1|FastEthernet4/1@Cisco_10.114.2.2|Unknown|100000000|6|00:11:21:0c:57:c0|1|1|2015-08-27|86263|27|8|3|2015|35|2015|23|57|10|0|0|0|0|0|0|43|39|41.65|39|17.7|15.3|47|55|47|55|22|24|21|26|5472636|4969879|5277620|4961868|2243058|1955832
719|1415|23|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.2|Cisco_10.114.2.2|8|FastEthernet4/5|FastEthernet4/5@Cisco_10.114.2.2|Unknown|100000000|6|00:11:21:0c:57:c4|1|1|2015-08-27|86263|27|8|3|2015|35|2015|23|57|10|2|0|0|0|0|0|57|44|53.85|42.65|18.6|17.1|54|53|48|55|24|21|23|24|7188498|5511182|6766174|5369252|2347781|2175811
720|1416|23|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.2|Cisco_10.114.2.2|7|FastEthernet4/4|FastEthernet4/4@Cisco_10.114.2.2|Unknown|100000000|6|00:11:21:0c:57:c3|1|1|2015-08-27|86263|27|8|3|2015|35|2015|23|57|10|1|0|0|0|0|0|53|47|49.85|42.5|20.7|18.7|55|54|54|54|23|23|24|22|6709265|5955497|6292708|5396130|2624776|2368085
721|1417|23|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.2|Cisco_10.114.2.2|6|FastEthernet4/3|FastEthernet4/3@Cisco_10.114.2.2|Unknown|100000000|6|00:11:21:0c:57:c2|1|1|2015-08-27|86263|27|8|3|2015|35|2015|23|57|10|0|0|0|0|0|0|42|43|41.55|41.2|18.5|19.2|55|53|48|54|25|21|22|24|5351437|5421686|5281393|5190696|2363049|2421589
758|1454|23|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.2|Cisco_10.114.2.2|28|FastEthernet4/25|FastEthernet4/25@Cisco_10.114.2.2|Unknown|100000000|6|00:11:21:0c:57:d8|1|1|2015-08-27|86263|27|8|3|2015|35|2015|23|57|10|1|0|0|0|0|0|55|49|50.05|48.55|18.9|20.2|53|54|55|54|22|24|23|23|6927710|6151832|6290272|6094351|2382749|2556889
759|1455|23|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.2|Cisco_10.114.2.2|29|FastEthernet4/26|FastEthernet4/26@Cisco_10.114.2.2|Unknown|100000000|6|00:11:21:0c:57:d9|1|1|2015-08-27|86263|27|8|3|2015|35|2015|23|57|10|2|0|0|2|0|0|56|55|53.3|52.75|21.8|21.5|54|55|54|54|24|22|23|23|7028753|6948881|6693039|6634385|2746504|2716917
760|1456|23|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.2|Cisco_10.114.2.2|30|FastEthernet4/27|FastEthernet4/27@Cisco_10.114.2.2|Unknown|100000000|6|00:11:21:0c:57:da|1|1|2015-08-27|86263|27|8|3|2015|35|2015|23|57|10|0|0|0|2|0|0|48|50|45.75|50|19|18.3|53|54|54|46|23|23|26|20|6070287|6309904|5801344|6282947|2416665|2325642
761|1457|23|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.2|Cisco_10.114.2.2|31|FastEthernet4/28|FastEthernet4/28@Cisco_10.114.2.2|Unknown|100000000|6|00:11:21:0c:57:db|1|1|2015-08-27|86263|27|8|3|2015|35|2015|23|57|10|0|0|0|1|0|0|48|60|47.1|50.55|20.6|19.3|54|54|54|55|22|24|23|24|6032338|7587859|5948834|6411226|2607716|2447537
762|1458|23|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.2|Cisco_10.114.2.2|32|FastEthernet4/29|FastEthernet4/29@Cisco_10.114.2.2|Unknown|100000000|6|00:11:21:0c:57:dc|1|1|2015-08-27|86263|27|8|3|2015|35|2015|23|57|10|1|0|0|2|0|0|58|60|52.15|59.1|21.6|23.2|47|55|54|55|20|26|24|23|7304216|7507987|6587883|7416290|2730825|2919541
763|1459|23|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.2|Cisco_10.114.2.2|33|FastEthernet4/30|FastEthernet4/30@Cisco_10.114.2.2|Unknown|100000000|6|00:11:21:0c:57:dd|1|1|2015-08-27|86263|27|8|3|2015|35|2015|23|57|10|0|0|0|2|0|0|49|54|45.85|52.65|19.7|20.5|55|55|54|55|23|23|23|24|6174698|6869009|5785196|6692111|2492359|2604996
764|1460|23|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.2|Cisco_10.114.2.2|35|FastEthernet4/32|FastEthernet4/32@Cisco_10.114.2.2|Unknown|100000000|6|00:11:21:0c:57:df|1|1|2015-08-27|86263|27|8|3|2015|35|2015|23|57|10|1|0|0|0|0|0|56|45|47.45|43.2|19.2|19.1|55|54|55|55|23|23|23|23|7078313|5693717|6019938|5469647|2434766|2429550
765|1461|23|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.2|Cisco_10.114.2.2|34|FastEthernet4/31|FastEthernet4/31@Cisco_10.114.2.2|Unknown|100000000|6|00:11:21:0c:57:de|1|1|2015-08-27|86263|27|8|3|2015|35|2015|23|57|10|2|0|0|1|0|0|54|57|52.65|51.6|21.8|19.2|53|53|54|54|23|23|23|23|6869009|7153614|6692111|6474810|2768391|2429131
766|1462|23|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.2|Cisco_10.114.2.2|37|FastEthernet4/34|FastEthernet4/34@Cisco_10.114.2.2|Unknown|100000000|6|00:11:21:0c:57:e1|1|1|2015-08-27|86263|27|8|3|2015|35|2015|23|57|10|0|0|0|0|0|0|46|37|45.55|35.2|18.5|16.2|55|47|48|55|25|21|22|25|5750798|4664179|5709580|4470250|2324802|2064571
767|1463|23|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.2|Cisco_10.114.2.2|36|FastEthernet4/33|FastEthernet4/33@Cisco_10.114.2.2|Unknown|100000000|6|00:11:21:0c:57:e0|1|1|2015-08-27|86263|27|8|3|2015|35|2015|23|57|10|0|0|0|1|0|0|48|60|43.5|52.35|18.1|20.6|55|55|54|55|24|23|23|24|6086387|7507987|5494690|6603037|2286250|2610322
768|1464|23|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.2|Cisco_10.114.2.2|63|SPAN RP Interface|SPAN RP Interface@Cisco_10.114.2.2|Unknown|1000000000|1||1|1|2015-08-27|86263|27|8|3|2015|35|2015|23|57|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
769|1465|23|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.2|Cisco_10.114.2.2|49|FastEthernet4/46|FastEthernet4/46@Cisco_10.114.2.2|Unknown|1000000000|6|00:11:21:0c:57:ed|1|1|2015-08-27|86263|27|8|3|2015|35|2015|23|57|10|0|0|0|0|0|0|39|49|38.55|49|17.9|19.8|54|47|48|54|24|22|23|24|49751243|62172774|49049931|61981170|22637173|25070205
770|1466|23|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.2|Cisco_10.114.2.2|50|FastEthernet4/47|FastEthernet4/47@Cisco_10.114.2.2|Unknown|1000000000|6|00:11:21:0c:57:ee|1|1|2015-08-27|86263|27|8|3|2015|35|2015|23|57|10|1|0|0|2|0|0|52|59|46.6|56.3|19.2|21.7|54|55|55|54|23|23|23|23|65188172|74281150|58801255|71012765|24338173|27507863
771|1467|23|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.2|Cisco_10.114.2.2|51|FastEthernet4/48|FastEthernet4/48@Cisco_10.114.2.2|Unknown|1000000000|6|00:11:21:0c:57:ef|1|1|2015-08-27|86263|27|8|3|2015|35|2015|23|57|10|1|0|0|1|0|0|61|56|54.7|51.95|22|20.4|55|47|55|55|25|21|23|24|76677316|70030120|68942102|65114010|27870544|25704896
772|1468|23|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.2|Cisco_10.114.2.2|77|unrouted VLAN 5|unrouted VLAN 5@Cisco_10.114.2.2|Unknown|100000000|53||1|1|2015-08-27|86263|27|8|3|2015|35|2015|23|57|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
773|1469|23|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.2|Cisco_10.114.2.2|76|unrouted VLAN 3|unrouted VLAN 3@Cisco_10.114.2.2|Unknown|100000000|53||1|1|2015-08-27|86263|27|8|3|2015|35|2015|23|57|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
774|1470|23|Cisco 7600 Series Routers|Cisco 7609 Router|Routers|12.2(18)SXF7|10.114.2.2|Cisco_10.114.2.2|85|unrouted VLAN 2|unrouted VLAN 2@Cisco_10.114.2.2|Unknown|100000000|53||1|1|2015-08-27|86263|27|8|3|2015|35|2015|23|57|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
